School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Non-Binary,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Part. Rate % ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Part. Rate % MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,Accountability Information,Accountability Percentile (1-99)
Lawrence: Parthum Middle School,01490027,Public School,Lawrence,MA,01841,"05,06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,     132,     137,     138,     150,       0,       0,       0,       0,       0,     557,     353,  63.4,     128,  23.0,     117,  21.0,     517,  92.8, , ,0.7,0.5,94.3,4.1,0.0,0.0,0.4,52.6,47.4,0.0,     242,22.6,        565,45.8,100.0,  12.2 to 1,76.4,80.3,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         139,27.0,          12,2.0,         127,25.0,         223,43.0,         151,29.0,         513,99.0,486.0,58.0,         491,21.0,         107,21.0,           3,1.0,         104,20.0,         285,55.0,         122,24.0,         514,100.0,484.0,55.0,         492,23.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",22.0
Lawrence: RISE Academy,01490615,Public School,Lawrence,MA,01841,"06,07,08,09,10,11,12",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       5,      19,      25,      30,       0,      79,      59,  74.7,      26,  32.9,      28,  35.4,      77,  97.5, , ,1.3,0.0,96.2,2.5,0.0,0.0,0.0,83.5,16.5,0.0,      41,11.1,         79,10.5,85.7,   7.5 to 1,61.9,76.2,60.0,24.0,62.5,29.2,4.2,0.0,4.2,0.0,      79,14.0,17.7,22.0,20.0,90.9,,,,,,,,,,,,,,,,,,          17,           2,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,
Lawrence: Robert Frost,01490018,Public School,Lawrence,MA,01843,"K,01,02,03,04",Lawrence,01490000,Public School District,       0,      98,     110,     105,     124,     104,       0,       0,       0,       0,       0,       0,       0,       0,       0,     541,     305,  56.4,     180,  33.3,      94,  17.4,     475,  87.8, , ,2.6,3.3,86.5,6.3,0.0,0.0,1.3,53.0,46.8,0.2,     129,22.1,        571,45.0,100.0,  12.0 to 1,88.9,93.3,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          42,20.0,           1,0.0,          41,19.0,         108,50.0,          64,30.0,         214,100.0,482.0,48.0,          93,14.0,          59,28.0,           5,2.0,          54,25.0,         100,47.0,          55,26.0,         214,100.0,487.0,60.0,          95,29.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",23.0
Lawrence: Rollins Early Childhood Center,01490001,Public School,Lawrence,MA,01841,"PK,K",Lawrence,01490000,Public School District,     102,      61,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     163,     100,  61.3,      51,  31.3,      64,  39.3,     155,  95.1, , ,1.2,1.2,91.4,4.9,0.0,0.0,1.2,60.1,39.9,0.0,      53,12.3,        218,15.4,100.0,  10.6 to 1,78.2,87.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,
Lawrence: School for Exceptional Studies,01490537,Public School,Lawrence,MA,01841,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Lawrence,01490000,Public School District,       0,       0,       2,       3,       6,       9,       6,       9,      11,       9,      13,       9,       8,      10,      10,     105,      52,  49.5,      25,  23.8,     105, 100.0,     105, 100.0, , ,2.9,0.0,88.6,7.6,0.0,0.0,1.0,85.7,14.3,0.0,     186,4.0,        114,33.1,97.0,   3.2 to 1,66.8,87.6,72.2,6.0,50.0,50.0,0.0,0.0,0.0,0.0,      40,7.0,17.5,7.0,6.0,85.7,,,,,,,,,,,,,,,,,,          15,           3,20.0,           0,0.0,           0,0.0,           0,0.0,           7,16.0,          36,84.0,          43,98.0,466.0,,          17,1.0,           0,0.0,           0,0.0,           0,0.0,           7,17.0,          35,83.0,          42,96.0,462.0,,          17,1.0,Insufficient data,
Lawrence: South Lawrence East Elementary School,01490004,Public School,Lawrence,MA,01843,"01,02,03,04,05",Lawrence,01490000,Public School District,       0,       0,     146,     130,     143,     128,     137,       0,       0,       0,       0,       0,       0,       0,       0,     684,     465,  68.0,     278,  40.6,     114,  16.7,     645,  94.3, , ,2.0,2.6,90.8,3.7,0.0,0.0,0.9,51.6,48.0,0.4,     208,23.1,        692,53.7,96.3,  12.7 to 1,72.5,92.5,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          78,21.0,           9,2.0,          69,18.0,         169,45.0,         126,34.0,         373,100.0,482.0,45.0,         234,12.0,          74,20.0,           6,2.0,          68,18.0,         163,44.0,         136,36.0,         373,100.0,480.0,50.0,         231,15.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",8.0
Lawrence: Spark Academy,01490085,Public School,Lawrence,MA,01843,"06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,       0,     141,     134,     161,       0,       0,       0,       0,       0,     436,     311,  71.3,     134,  30.7,      93,  21.3,     422,  96.8, , ,0.9,0.7,94.5,3.9,0.0,0.0,0.0,55.0,45.0,0.0,     172,17.5,        433,42.0,92.9,  10.4 to 1,57.1,78.6,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          97,24.0,          11,3.0,          86,21.0,         158,39.0,         149,37.0,         404,99.0,482.0,55.0,         378,12.0,          80,20.0,           5,1.0,          75,19.0,         207,51.0,         118,29.0,         405,99.0,483.0,59.0,         380,19.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",21.0
Lawrence Family Development Charter (District): Lawrence Family Development Charter School,04540205,Charter School,Lawrence,MA,01841,"PK,K,01,02,03,04,05,06,07,08",Lawrence Family Development Charter (District),04540000,Charter District,      82,      80,      80,      84,      84,      81,      78,      77,      75,      75,       0,       0,       0,       0,       0,     796,     613,  77.0,     208,  26.1,      61,   7.7,     719,  90.3, , ,0.3,0.0,98.7,0.9,0.0,0.0,0.1,44.6,55.4,0.0,     397,19.6,        804,58.0,100.0,  13.7 to 1,55.2,94.8,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         184,39.0,          22,5.0,         162,35.0,         219,47.0,          65,14.0,         468,100.0,494.0,50.0,         380,48.0,         154,33.0,          18,4.0,         136,29.0,         264,56.0,          51,11.0,         469,100.0,493.0,63.0,         381,48.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",60.0
Learning First Charter Public School (District): Learning First Charter Public School,04860105,Charter School,Worcester,MA,01610,"K,01,02,03,04,05,06,07,08",Learning First Charter Public School (District),04860000,Charter District,       0,      75,      76,      75,      75,      76,      75,      78,      75,      66,       0,       0,       0,       0,       0,     671,     359,  53.5,     175,  26.1,      91,  13.6,     598,  89.1, , ,46.8,0.6,44.9,6.0,0.0,0.0,1.8,48.6,51.4,0.0,     189,24.4,        660,39.7,95.0,  16.9 to 1,62.2,81.5,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          94,22.0,           5,1.0,          89,21.0,         236,55.0,         103,24.0,         433,98.0,485.0,55.0,         342,19.0,          68,15.0,           6,1.0,          62,14.0,         216,49.0,         155,35.0,         439,100.0,478.0,51.0,         344,11.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",19.0
Lee: Lee Elementary,01500025,Public School,Lee,MA,01238,"PK,K,01,02,03,04,05,06",Lee,01500000,Public School District,      20,      36,      33,      43,      54,      54,      47,      47,       0,       0,       0,       0,       0,       0,       0,     334,      20,   6.0,      13,   3.9,      57,  17.1,     178,  53.3, , ,1.2,2.1,7.2,87.7,0.3,0.0,1.5,51.2,48.8,0.0,     195,15.3,        347,36.3,100.0,   9.2 to 1,91.7,94.5,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          70,37.0,           5,3.0,          65,34.0,          94,49.0,          26,14.0,         190,100.0,492.0,47.0,         134,40.0,          45,24.0,           0,0.0,          45,24.0,         118,62.0,          27,14.0,         190,100.0,490.0,47.0,         134,38.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",31.0
Lee: Lee Middle/High School,01500505,Public School,Lee,MA,01238,"07,08,09,10,11,12",Lee,01500000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,      57,      37,      60,      59,      54,      55,       4,     326,      26,   8.0,      11,   3.4,      53,  16.3,     177,  54.3, , ,0.6,4.0,10.1,81.6,0.0,0.0,3.7,53.1,46.9,0.0,     241,11.0,        332,36.2,100.0,   9.0 to 1,97.2,89.0,89.2,56.0,98.2,1.8,0.0,0.0,0.0,0.0,     228,0.0,0.0,56.0,45.0,80.4,      23,      50,10.0,4.0,5.0,3.0,1.0,7.0,17.0,10.0,13.0,       3,48.0,52.0,38.0,543.0,514.0,         114,          68,59.6,          45,51.0,           9,10.0,          36,41.0,          32,36.0,          11,13.0,          88,98.0,500.0,66.0,          83,70.0,          34,39.0,           7,8.0,          27,31.0,          46,52.0,           8,9.0,          88,98.0,496.0,63.0,          83,57.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",69.0
Leicester: Leicester Elementary,01510005,Public School,Leicester,MA,01524,"K,01,02,03,04",Leicester,01510000,Public School District,       0,      99,      89,      98,      93,     119,       0,       0,       0,       0,       0,       0,       0,       0,       0,     498,      54,  10.8,      35,   7.0,      94,  18.9,     276,  55.4, , ,5.8,3.0,17.3,70.5,0.0,0.0,3.4,49.6,50.4,0.0,     196,20.9,        515,33.6,100.0,  14.8 to 1,97.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          74,36.0,           5,2.0,          69,33.0,         101,49.0,          32,15.0,         207,99.0,492.0,52.0,         105,38.0,          68,33.0,           5,2.0,          63,30.0,         104,50.0,          35,17.0,         207,99.0,491.0,48.0,         105,42.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",36.0
Leicester: Leicester High,01510505,Public School,Leicester,MA,01524,"09,10,11,12",Leicester,01510000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      91,     115,      96,     131,       0,     433,      36,   8.3,      10,   2.3,      58,  13.4,     160,  37.0, , ,5.5,3.5,12.7,75.3,0.0,0.0,3.0,49.9,50.1,0.0,     216,18.2,        433,33.2,100.0,  13.0 to 1,81.9,94.0,94.7,136.0,94.1,2.2,0.0,0.0,3.7,0.0,     433,7.0,1.6,130.0,130.0,100.0,      62,      89,43.0,11.0,8.0,0.0,0.0,5.0,23.0,23.0,27.0,      11,31.5,68.5,49.0,554.0,530.0,         231,         165,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",30.0
Leicester: Leicester Integrated Preschool,01510001,Public School,Leicester,MA,01524,PK,Leicester,01510000,Public School District,      46,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      46,       4,   8.7,       0,   0.0,      20,  43.5,      26,  56.5, , ,10.9,0.0,17.4,69.6,0.0,0.0,2.2,41.3,58.7,0.0,      12,17.7,         53,3.5,100.0,  13.1 to 1,100.0,100.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,
Leicester: Leicester Middle,01510015,Public School,Leicester,MA,01524,"05,06,07,08",Leicester,01510000,Public School District,       0,       0,       0,       0,       0,       0,      93,      89,     102,     128,       0,       0,       0,       0,       0,     412,      40,   9.7,      15,   3.6,      73,  17.7,     196,  47.6, , ,5.6,2.7,14.1,74.8,0.0,0.0,2.9,57.5,42.5,0.0,     246,17.0,        421,29.8,100.0,  13.8 to 1,100.0,100.0,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         143,36.0,          13,3.0,         130,33.0,         173,44.0,          79,20.0,         395,99.0,491.0,51.0,         369,36.0,         120,31.0,           5,1.0,         115,29.0,         191,49.0,          80,20.0,         391,98.0,489.0,47.0,         365,37.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",42.0
Lenox: Lenox Memorial High,01520505,Public School,Lenox,MA,01240,"06,07,08,09,10,11,12",Lenox,01520000,Public School District,       0,       0,       0,       0,       0,       0,       0,      55,      60,      60,      58,      62,      62,      67,       2,     426,      34,   8.0,       8,   1.9,      36,   8.5,     134,  31.5, , ,0.5,4.9,8.7,82.4,0.0,0.0,3.5,48.8,51.2,0.0,     368,11.8,        424,49.6,100.0,   8.6 to 1,97.8,97.6,90.4,67.0,97.0,3.0,0.0,0.0,0.0,0.0,     249,1.0,0.4,65.0,62.0,95.4,      50,      86,28.0,9.0,12.0,1.0,0.0,6.0,18.0,22.0,25.0,      15,27.9,72.1,36.0,585.0,569.0,         128,          86,67.2,          98,58.0,          20,12.0,          78,46.0,          59,35.0,          12,7.0,         169,100.0,503.0,51.0,         158,79.0,          95,56.0,          22,13.0,          73,43.0,          61,36.0,          13,8.0,         169,100.0,504.0,54.0,         158,82.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",91.0
Lenox: Morris,01520015,Public School,Lenox,MA,01240,"PK,K,01,02,03,04,05",Lenox,01520000,Public School District,      22,      40,      46,      43,      48,      47,      50,       0,       0,       0,       0,       0,       0,       0,       0,     296,      21,   7.1,       9,   3.0,      35,  11.8,     103,  34.8, , ,1.0,5.1,7.8,80.1,0.0,0.7,5.4,51.4,48.6,0.0,     168,15.7,        308,29.5,100.0,  10.0 to 1,89.8,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          91,64.0,          12,8.0,          79,55.0,          46,32.0,           6,4.0,         143,100.0,507.0,58.0,          92,88.0,          84,59.0,          12,8.0,          72,50.0,          52,36.0,           7,5.0,         143,100.0,505.0,60.0,          92,83.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",82.0
Leominster: Bennett,01530003,Public School,Leominster,MA,01453,PK,Leominster,01530000,Public School District,      85,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      85,      18,  21.2,       0,   0.0,      25,  29.4,      49,  57.6, , ,16.5,3.5,25.9,49.4,0.0,0.0,4.7,51.8,48.2,0.0,      16,6.7,        107,6.0,100.0,  14.2 to 1,83.3,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,
Leominster: Center For Technical Education Innovation,01530605,Public School,Leominster,MA,01453,"09,10,11,12",Leominster,01530000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     279,     164,     153,     136,      17,     749,     201,  26.8,      43,   5.7,     231,  30.8,     517,  69.0, , ,8.5,2.9,39.5,45.5,0.0,0.3,3.2,64.4,35.6,0.0,     150,13.7,        748,33.3,85.9,  22.5 to 1,71.1,86.9,78.3,137.0,91.2,2.9,2.9,0.7,2.2,0.0,     732,3.0,0.4,130.0,130.0,100.0,      14,      23,5.0,9.0,0.0,0.0,0.0,1.0,3.0,9.0,6.0,       4,17.4,82.6,58.0,537.0,532.0,         280,         147,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",32.0
Leominster: Fall Brook,01530007,Public School,Leominster,MA,01453,"K,01,02,03,04,05",Leominster,01530000,Public School District,       0,      72,      96,     102,      97,     101,      94,       0,       0,       0,       0,       0,       0,       0,       0,     562,     170,  30.2,      95,  16.9,      98,  17.4,     358,  63.7, , ,10.3,2.8,32.9,47.7,0.0,0.0,6.2,53.6,46.4,0.0,     308,20.7,        580,45.4,100.0,  12.4 to 1,83.5,97.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         148,53.0,          14,5.0,         134,48.0,         110,39.0,          21,8.0,         279,100.0,499.0,61.0,         182,68.0,         161,58.0,          22,8.0,         139,50.0,         104,37.0,          14,5.0,         279,100.0,504.0,71.0,         183,81.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",76.0
Leominster: Frances Drake School,01530010,Public School,Leominster,MA,01453,"K,01,02,03,04,05",Leominster,01530000,Public School District,       0,      74,      62,      91,      80,      86,      97,       0,       0,       0,       0,       0,       0,       0,       0,     490,     173,  35.3,     104,  21.2,     148,  30.2,     394,  80.4, , ,10.0,3.9,45.7,35.3,0.0,0.0,5.1,52.9,47.1,0.0,     318,16.1,        516,43.6,97.7,  11.2 to 1,84.3,98.1,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          66,27.0,           8,3.0,          58,23.0,         120,48.0,          63,25.0,         249,99.0,489.0,46.0,         157,31.0,          68,27.0,           7,3.0,          61,25.0,         116,47.0,          64,26.0,         248,99.0,489.0,54.0,         157,36.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",43.0
Leominster: Johnny Appleseed,01530025,Public School,Leominster,MA,01453,"K,01,02,03,04,05",Leominster,01530000,Public School District,       0,      89,     108,     120,     114,     112,     116,       0,       0,       0,       0,       0,       0,       0,       0,     659,     193,  29.3,     102,  15.5,     110,  16.7,     423,  64.2, , ,10.0,2.1,37.8,45.7,0.2,0.0,4.2,49.3,50.7,0.0,     357,19.8,        652,48.0,97.9,  13.7 to 1,85.4,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         149,45.0,          14,4.0,         135,41.0,         149,45.0,          32,10.0,         330,100.0,497.0,54.0,         203,61.0,         159,48.0,          19,6.0,         140,42.0,         133,40.0,          38,12.0,         330,100.0,499.0,59.0,         204,65.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",60.0
Leominster: Leominster Center for Excellence,01530515,Public School,Leominster,MA,01453,"09,10,11,12",Leominster,01530000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      14,      14,      10,       9,       0,      47,       8,  17.0,       4,   8.5,      21,  44.7,      38,  80.9, , ,4.3,0.0,29.8,61.7,0.0,0.0,4.3,44.7,48.9,6.4,      14,15.4,         45,5.6,100.0,   8.4 to 1,100.0,35.8,83.3,12.0,58.3,16.7,0.0,0.0,25.0,0.0,      47,3.0,6.4,7.0,7.0,100.0,,,,,,,,,,,,,,,,,,          17,           2,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,
Leominster: Leominster High School,01530505,Public School,Leominster,MA,01453,"09,10,11,12",Leominster,01530000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     178,     289,     301,     313,       1,"   1,082",     297,  27.4,     111,  10.3,     190,  17.6,     626,  57.9, , ,8.8,4.7,37.6,45.4,0.2,0.0,3.3,43.1,56.7,0.2,     643,19.2,"      1,718",92.4,98.1,  11.7 to 1,88.0,91.5,83.8,310.0,95.8,1.3,0.0,0.0,2.9,0.0,"   1,081",13.0,1.2,305.0,305.0,100.0,     135,     257,60.0,38.0,28.0,8.0,1.0,39.0,67.0,70.0,55.0,      26,41.2,58.8,167.0,548.0,545.0,         607,         299,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",27.0
