School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,,      66,      73,      87,      80,      72,      83,,,,,,,,0.0,     461,      30,6.5,       8,1.7,      67,14.5,      31,   6.7, , , , ,1.5,6.9,3.3,85.0,0.0,0.0,3.3,49.9,50.1,36.6,100.0,24.0,97.5,12.6,"     $29,730,175","  $64,431",    461.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,,,,,,,,     196,     178,     182,,,,,0.0,     556,      35,6.3,       7,1.3,     104,18.7,      27,   4.9, , , , ,0.4,9.2,3.4,84.7,0.2,0.0,2.2,55.9,44.1,45.3,100.0,37.0,97.3,12.3,"     $29,730,175","  $64,431",    461.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Henry C Sanborn Elementary,00090010,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,,      47,      53,      63,      67,      56,      69,,,,,,,,0.0,     355,      32,9.0,       2,0.6,      28,7.9,       4,   1.1, , , , ,0.0,12.1,1.1,85.1,0.0,0.0,1.7,51.5,48.5,27.7,100.0,19.0,100.0,12.8,"     $29,730,175","  $64,431",    461.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,,      76,      75,      87,      89,     109,      97,,,,,,,,0.0,     533,      56,10.5,      13,2.4,      85,15.9,      16,   3.0, , , , ,0.8,15.4,5.4,77.7,0.0,0.0,0.8,51.2,48.8,42.6,95.3,25.0,100.0,12.5,"     $29,730,175","  $64,431",    461.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Shawsheen School,00090005,Public School,Andover,MA,01810,PK,Andover,00090000,Public School District,      71,      58,      56,      57,,,,,,,,,,,0.0,     242,      11,4.5,       0,0.0,      66,27.3,       7,   2.9, , , , ,0.4,6.2,0.8,90.9,0.0,0.0,1.7,56.2,43.8,19.6,100.0,12.0,100.0,12.3,"     $29,730,175","  $64,431",    461.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: South Elementary,00090020,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,,      90,      88,      88,     112,      94,      85,,,,,,,,0.0,     557,      20,3.6,       1,0.2,      55,9.9,       7,   1.3, , , , ,0.2,6.5,0.4,91.4,0.0,0.0,1.6,49.0,51.0,36.6,100.0,24.0,100.0,15.2,"     $29,730,175","  $64,431",    461.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: West Elementary,00090025,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,,      66,      78,     106,     121,     143,     132,,,,,,,,0.0,     646,      59,9.1,       5,0.8,     101,15.6,      16,   2.5, , , , ,0.9,10.2,2.5,83.1,0.5,0.0,2.8,51.2,48.8,47.8,100.0,31.0,100.0,13.5,"     $29,730,175","  $64,431",    461.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Wood Hill Middle School,00090350,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,,,,,,,,     135,     122,     137,,,,,0.0,     394,      41,10.4,       5,1.3,      60,15.2,      14,   3.6, , , , ,2.0,11.7,3.6,80.5,0.0,0.0,2.3,47.5,52.5,35.7,94.4,27.0,92.5,11.0,"     $29,730,175","  $64,431",    461.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argosy Collegiate Charter School (District): Argosy Collegiate Charter School,35090305,Charter School,Fall River,MA,02724,"06,07,08,09,10,11,12",Argosy Collegiate Charter School (District),35090000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Arlington High,00100505,Public School,Arlington,MA,02476,"09,10,11,12",Arlington,00100000,Public School District,,,,,,,,,,,     250,     304,     287,     300,0.0,"   1,141",      96,8.4,      22,1.9,     180,15.8,      87,   7.6, , , , ,5.8,5.8,3.9,83.0,0.0,0.2,1.4,49.7,50.3,92.8,100.0,78.0,100.0,12.3,"     $18,741,839","  $53,655",    349.3,       313,91.1,1.6,1.6,2.2,2.9,0.6,288.0,234.0,81.3,0.0,39.9183,14.552699999999998,26.7477,13.9023,5.5283999999999995,11.788499999999999,66.666,191.0,     386,70.0,67.0,40.0,9.0,5.0,22.0,42.0,86.0,114.0,122.0,16.6,83.4,259.0,541.0,553.0
Arlington: Brackett,00100010,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      79,      78,      77,      61,      71,      60,,,,,,,,0.0,     426,      38,8.9,      24,5.6,      32,7.5,      13,   3.1, , , , ,0.5,7.0,3.3,86.4,0.0,0.0,2.8,51.6,48.4,27.8,96.4,26.0,96.2,15.3,"     $18,741,839","  $53,655",    349.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Cyrus E Dallin,00100025,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      62,      66,      51,      65,      55,      49,,,,,,,,0.0,     348,      18,5.2,      11,3.2,      45,12.9,      16,   4.6, , , , ,2.9,6.9,4.0,78.4,0.3,0.3,7.2,50.3,49.7,24.3,100.0,23.0,100.0,14.3,"     $18,741,839","  $53,655",    349.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Gibbs School,00100305,Public School,Arlington,MA,02474,6,Arlington,00100000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $18,741,839","  $53,655",    349.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Hardy,00100030,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      58,      48,      68,      41,      50,      58,,,,,,,,0.0,     323,      57,17.6,      33,10.2,      44,13.6,      32,   9.9, , , , ,4.3,17.3,4.3,72.4,0.0,0.0,1.5,45.5,54.5,24.3,100.0,23.0,100.0,13.3,"     $18,741,839","  $53,655",    349.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: John A Bishop,00100005,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      70,      42,      64,      69,      68,      59,,,,,,,,0.0,     372,      17,4.6,       7,1.9,      43,11.6,      19,   5.1, , , , ,2.7,7.5,3.0,85.5,0.0,0.0,1.3,52.4,47.6,24.6,95.9,23.0,100.0,15.1,"     $18,741,839","  $53,655",    349.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: M Norcross Stratton,00100055,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      67,      52,      41,      53,      54,      33,,,,,,,,0.0,     300,      32,10.7,      21,7.0,      45,15.0,      25,   8.3, , , , ,2.0,10.0,1.3,84.3,0.3,0.0,2.0,54.3,45.7,22.4,95.5,21.0,95.3,13.4,"     $18,741,839","  $53,655",    349.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Menotomy Preschool,00100038,Public School,Arlington,MA,02476,PK,Arlington,00100000,Public School District,      77,,,,,,,,,,,,,,0.0,      77,       5,6.5,       2,2.6,      15,19.5,       3,   3.9, , , , ,0.0,7.8,5.2,84.4,0.0,0.0,2.6,68.8,31.2,4.0,100.0,4.0,100.0,19.3,"     $18,741,839","  $53,655",    349.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Ottoson Middle,00100410,Public School,Arlington,MA,02476,"07,08",Arlington,00100000,Public School District,,,,,,,,     346,     329,     333,,,,,0.0,"   1,008",      95,9.4,      13,1.3,     167,16.6,     122,  12.1, , , , ,4.1,6.4,3.8,83.1,0.4,0.0,2.2,49.9,50.1,73.5,97.3,61.0,96.7,13.7,"     $18,741,839","  $53,655",    349.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Peirce,00100045,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      39,      37,      33,      40,      33,      41,,,,,,,,0.0,     223,      27,12.1,      16,7.2,      32,14.3,      28,  12.6, , , , ,3.6,9.0,7.2,77.6,0.0,0.4,2.2,52.0,48.0,18.0,100.0,17.0,100.0,12.4,"     $18,741,839","  $53,655",    349.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Thompson,00100050,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      71,      59,      45,      59,      48,      48,,,,,,,,0.0,     330,      85,25.8,      40,12.1,      42,12.7,      98,  29.7, , , , ,6.4,17.3,8.5,65.8,0.0,0.0,2.1,50.6,49.4,24.0,95.8,22.0,95.4,13.8,"     $18,741,839","  $53,655",    349.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Briggs Elementary,06100025,Public School,Ashburnham,MA,01430,"PK,K,01,02,03,04,05",Ashburnham-Westminster,06100000,Public School District,      17,      63,      87,      81,      95,      87,      81,,,,,,,,0.0,     511,       1,0.2,       0,0.0,     116,22.7,      67,  13.1, , , , ,1.6,0.8,6.3,88.6,0.4,0.0,2.3,49.9,50.1,35.0,100.0,31.0,100.0,14.6,"      $9,944,025","  $60,157",    165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Meetinghouse School,06100010,Public School,Westminster,MA,01473,"PK,K,01",Ashburnham-Westminster,06100000,Public School District,      37,      85,     108,,,,,,,,,,,,0.0,     230,       1,0.4,       0,0.0,      37,16.1,      21,   9.1, , , , ,0.4,1.7,2.2,93.9,0.0,0.0,1.7,50.4,49.6,16.8,100.0,14.0,100.0,13.7,"      $9,944,025","  $60,157",    165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Oakmont Regional High School,06100505,Public School,Ashburnham,MA,01430,"09,10,11,12",Ashburnham-Westminster,06100000,Public School District,,,,,,,,,,,     187,     193,     172,     178,8.0,     738,       2,0.3,       0,0.0,     111,15.0,      56,   7.6, , , , ,1.4,0.8,2.3,94.9,0.0,0.0,0.7,55.7,44.3,55.2,100.0,46.0,100.0,13.4,"      $9,944,025","  $60,157",    165.3,       171,93.6,2.9,0.6,1.2,1.8,0.0,168.0,149.0,88.7,0.0,20.2236,25.0134,43.463,23.771600000000003,24.3925,12.5067,63.6866,49.0,      76,30.0,11.0,8.0,0.0,0.0,0.0,7.0,20.0,27.0,22.0,9.2,90.8,139.0,520.0,541.0
Ashburnham-Westminster: Overlook Middle School,06100305,Public School,Ashburnham,MA,01430,"06,07,08",Ashburnham-Westminster,06100000,Public School District,,,,,,,,     200,     214,     205,,,,,0.0,     619,       0,0.0,       0,0.0,     132,21.3,      66,  10.7, , , , ,0.8,1.5,3.4,92.4,0.2,0.2,1.6,52.0,48.0,41.0,100.0,29.0,100.0,15.1,"      $9,944,025","  $60,157",    165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Westminster Elementary,06100005,Public School,Westminster,MA,01473,"02,03,04,05",Ashburnham-Westminster,06100000,Public School District,,,,      95,      98,      92,      89,,,,,,,,0.0,     374,       3,0.8,       0,0.0,      87,23.3,      35,   9.4, , , , ,0.3,0.3,3.7,93.0,0.0,0.0,2.7,48.9,51.1,24.5,100.0,23.0,100.0,15.3,"      $9,944,025","  $60,157",    165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: Ashland High,00140505,Public School,Ashland,MA,01721,"09,10,11,12",Ashland,00140000,Public School District,,,,,,,,,,,     186,     185,     175,     164,0.0,     710,      50,7.0,      11,1.5,      71,10.0,      47,   6.6, , , , ,1.5,0.0,5.8,85.9,0.3,3.4,3.1,48.6,51.4,56.3,98.2,49.0,100.0,12.6,"     $10,280,035","  $52,772",    194.8,       166,98.2,1.2,0.0,0.0,0.6,0.0,165.0,130.0,78.8,1.182,34.514399999999995,12.7656,30.337999999999997,12.1352,8.5104,13.317199999999998,64.85239999999999,123.0,     207,68.0,31.0,19.0,5.0,0.0,3.0,24.0,57.0,56.0,67.0,13.0,87.0,144.0,525.0,539.0
Ashland: Ashland Middle,00140405,Public School,Ashland,MA,01721,"06,07,08",Ashland,00140000,Public School District,,,,,,,,     194,     193,     200,,,,,0.0,     587,      30,5.1,       6,1.0,      83,14.1,      39,   6.6, , , , ,2.2,0.0,3.1,90.1,0.2,1.5,2.9,49.9,50.1,40.7,100.0,38.0,100.0,14.4,"     $10,280,035","  $52,772",    194.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: David Mindess,00140015,Public School,Ashland,MA,01721,"03,04,05",Ashland,00140000,Public School District,,,,,     237,     185,     220,,,,,,,,0.0,     642,      69,10.7,      30,4.7,     103,16.0,      67,  10.4, , , , ,3.7,1.2,5.8,82.6,0.2,3.0,3.6,53.3,46.7,41.9,97.4,39.0,97.2,15.3,"     $10,280,035","  $52,772",    194.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: Henry E Warren Elementary,00140010,Public School,Ashland,MA,01721,"K,01,02",Ashland,00140000,Public School District,,,     195,     210,,,,,,,,,,,0.0,     405,      34,8.4,      18,4.4,      43,10.6,      28,   6.9, , , , ,1.2,0.5,5.4,84.7,0.0,6.2,2.0,49.9,50.1,29.8,100.0,27.0,100.0,13.6,"     $10,280,035","  $52,772",    194.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: William Pittaway Elementary,00140005,Public School,Ashland,MA,01721,PK,Ashland,00140000,Public School District,     119,     190,,,,,,,,,,,,,0.0,     309,      19,6.1,       5,1.6,      26,8.4,      15,   4.9, , , , ,1.3,0.0,4.2,87.1,0.0,7.1,0.3,49.8,50.2,16.2,100.0,13.0,100.0,19.1,"     $10,280,035","  $52,772",    194.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assabet Valley Regional Vocational Technical: Assabet Valley Vocational High School,08010605,Public School,Marlborough,MA,01752,"09,10,11,12",Assabet Valley Regional Vocational Technical,08010000,Public School District,,,,,,,,,,,     237,     242,     228,     218,0.0,     925,     131,14.2,      12,1.3,     262,28.3,     207,  22.4, , , , ,0.8,0.4,13.9,82.5,0.3,0.0,2.1,63.2,36.8,107.0,92.5,46.0,89.1,8.6,"      $6,817,815","  $60,765",    112.2,       226,89.4,1.3,0.0,3.1,5.3,0.9,208.0,78.0,37.5,0.0,8.175,16.35,12.975,15.8625,10.575,1.9125,21.15,32.0,      37,27.0,5.0,0.0,0.0,0.0,21.0,12.0,4.0,0.0,0.0,89.2,10.8,81.0,434.0,448.0
Athol-Royalston: Athol Community Elementary School,06150020,Public School,Athol,MA,01331,"PK,K,01,02,03,04",Athol-Royalston,06150000,Public School District,,      19,      26,      21,      24,      56,      52,,,,,,,,0.0,     198,       5,2.5,       3,1.5,      57,28.8,     129,  65.2, , , , ,4.5,1.5,10.1,80.8,0.5,0.0,2.5,49.5,50.5,17.2,100.0,17.0,100.0,11.5,"      $7,912,352","  $54,009",    146.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athol-Royalston: Athol High,06150505,Public School,Athol,MA,01331,"09,10,11,12",Athol-Royalston,06150000,Public School District,,,,,,,,,,,     148,      99,     168,     124,0.0,     539,      12,2.2,       6,1.1,      86,16.0,     139,  25.8, , , , ,0.6,0.4,5.0,90.2,0.6,0.6,2.8,54.4,45.6,44.2,99.6,34.0,99.5,12.2,"      $7,912,352","  $54,009",    146.5,       148,69.6,9.5,2.0,6.8,12.2,0.0,107.0,71.0,66.4,0.0,12.151200000000001,28.087200000000003,26.161600000000004,28.087200000000003,13.080800000000002,10.292,38.3128,22.0,      28,16.0,6.0,0.0,0.0,0.0,1.0,10.0,12.0,3.0,2.0,39.3,60.7,67.0,475.0,496.0
Athol-Royalston: Athol-Royalston Middle School,06150305,Public School,Athol,MA,01331,"05,06,07,08",Athol-Royalston,06150000,Public School District,,,,,,,,     141,     156,     181,,,,,0.0,     478,      13,2.7,       7,1.5,     113,23.6,     184,  38.5, , , , ,2.3,0.6,6.3,88.1,0.2,0.2,2.3,54.4,45.6,35.0,100.0,30.0,96.7,13.7,"      $7,912,352","  $54,009",    146.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athol-Royalston: Royalston Community School,06150050,Public School,Royalston,MA,01368,"PK,K,01,02,03,04,05,06",Athol-Royalston,06150000,Public School District,       6,      10,      11,      13,      18,      17,      17,      20,,,,,,,0.0,     112,       1,0.9,       1,0.9,      18,16.1,      51,  45.5, , , , ,0.0,0.0,2.7,92.9,0.0,0.0,4.5,42.0,58.0,11.0,100.0,10.0,89.1,10.2,"      $7,912,352","  $54,009",    146.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Charter (District): Atlantis Charter School,04910550,Charter School,Fall River,MA,02721,"K,01,02,03,04,05,06,07,08,09,10,11,12",Atlantis Charter (District),04910000,Charter District,,      85,      67,      69,      92,      92,      96,      71,      72,      47,,,,,0.0,     691,      39,5.6,       0,0.0,      71,10.3,     337,  48.8, , , , ,5.8,1.4,4.6,85.2,0.3,0.0,2.6,49.3,50.7,50.0,80.0,47.0,100.0,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: A. Irvin Studley Elementary School,00160001,Public School,Attleboro,MA,02703,"K,01,02,03,04",Attleboro,00160000,Public School District,,      88,     114,      77,      96,      96,,,,,,,,,0.0,     471,     106,22.5,      83,17.6,      81,17.2,     167,  35.5, , , , ,4.0,3.4,21.7,68.4,0.2,0.0,2.3,55.2,44.8,36.0,94.7,33.0,96.9,13.1,"     $25,166,606","  $60,862",    413.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: Attleboro Community Academy,00160515,Public School,Attleboro,MA,02703,"09,10,11,12",Attleboro,00160000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $25,166,606","  $60,862",    413.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: Attleboro High,00160505,Public School,Attleboro,MA,02703,"09,10,11,12",Attleboro,00160000,Public School District,,,,,,,,,,,     489,     451,     472,     416,0.0,"   1,828",     282,15.4,      41,2.2,     278,15.2,     382,  20.9, , , , ,3.6,5.5,8.9,76.9,1.6,0.1,3.4,49.8,50.2,128.6,95.1,105.0,95.3,14.2,"     $25,166,606","  $60,862",    413.5,       470,75.5,9.4,0.0,1.3,13.4,0.4,385.0,267.0,69.4,1.0410000000000001,21.861000000000004,21.028200000000002,25.469800000000006,14.296400000000004,8.6056,9.646600000000001,47.33080000000001,98.0,     153,56.0,30.0,11.0,1.0,0.0,12.0,20.0,34.0,53.0,34.0,20.9,79.1,288.0,491.0,498.0
Attleboro: Attleboro Virtual Academy,00160705,Public School,Attleboro,MA,02703,"09,10,11,12",Attleboro,00160000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $25,166,606","  $60,862",    413.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: Cyril K. Brennan Middle School,00160315,Public School,Attleboro,MA,02703,"05,06,07,08",Attleboro,00160000,Public School District,,,,,,,     132,     145,     156,     147,,,,,0.0,     580,      82,14.1,      46,7.9,      99,17.1,     173,  29.8, , , , ,4.1,4.1,9.8,79.8,0.5,0.2,1.4,51.0,49.0,45.5,95.6,40.0,94.9,12.7,"     $25,166,606","  $60,862",    413.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: Early Learning Center,00160008,Public School,Attleboro,MA,02703,PK,Attleboro,00160000,Public School District,     147,       2,,,,,,,,,,,,,0.0,     149,      14,9.4,       0,0.0,      65,43.6,       9,   6.0, , , , ,1.3,1.3,6.0,85.9,0.7,0.0,4.7,55.7,44.3,11.9,100.0,7.0,100.0,12.5,"     $25,166,606","  $60,862",    413.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: Hill-Roberts Elementary School,00160045,Public School,Attleboro,MA,02703,"K,01,02,03,04",Attleboro,00160000,Public School District,,      91,      79,      93,      97,     101,,,,,,,,,0.0,     461,      42,9.1,       8,1.7,      62,13.4,      96,  20.8, , , , ,1.1,3.9,7.6,85.2,0.4,0.2,1.5,52.3,47.7,27.8,100.0,25.0,100.0,16.6,"     $25,166,606","  $60,862",    413.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: Hyman Fine Elementary School,00160040,Public School,Attleboro,MA,02703,"K,01,02,03,04",Attleboro,00160000,Public School District,,      55,     102,      82,      91,      81,,,,,,,,,0.0,     411,      49,11.9,      29,7.1,      82,20.0,      73,  17.8, , , , ,4.1,3.2,7.8,78.3,4.4,0.0,2.2,50.4,49.6,29.5,95.9,26.0,100.0,13.9,"     $25,166,606","  $60,862",    413.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: Peter Thacher Elementary School,00160050,Public School,Attleboro,MA,02703,"K,01,02,03,04",Attleboro,00160000,Public School District,,     119,      80,      88,      76,     104,,,,,,,,,0.0,     467,      70,15.0,      30,6.4,      92,19.7,     145,  31.0, , , , ,4.1,5.1,8.6,72.8,0.9,0.0,8.6,49.9,50.1,35.9,94.2,31.0,96.8,13.0,"     $25,166,606","  $60,862",    413.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: Robert J. Coelho Middle School,00160305,Public School,Attleboro,MA,02703,"05,06,07,08",Attleboro,00160000,Public School District,,,,,,,     175,     154,     145,     175,,,,,0.0,     649,      53,8.2,      11,1.7,     101,15.6,     140,  21.6, , , , ,4.8,3.4,4.8,85.4,0.2,0.6,0.9,51.6,48.4,43.6,82.8,33.0,83.3,14.9,"     $25,166,606","  $60,862",    413.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: Thomas Willett Elementary School,00160035,Public School,Attleboro,MA,02703,"K,01,02,03,04",Attleboro,00160000,Public School District,,      63,      83,      83,      89,      70,,,,,,,,,0.0,     388,      50,12.9,      32,8.2,      66,17.0,      85,  21.9, , , , ,2.1,5.7,7.7,79.6,0.5,0.0,4.4,55.4,44.6,30.2,96.0,27.0,96.3,12.8,"     $25,166,606","  $60,862",    413.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: Wamsutta Middle School,00160320,Public School,Attleboro,MA,02703,"05,06,07,08",Attleboro,00160000,Public School District,,,,,,,     154,     163,     155,     163,,,,,0.0,     635,     116,18.3,      62,9.8,     107,16.9,     179,  28.2, , , , ,4.7,7.2,9.4,77.3,0.2,0.2,0.9,53.1,46.9,47.4,92.0,37.0,93.6,13.4,"     $25,166,606","  $60,862",    413.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn: Auburn Middle,00170305,Public School,Auburn,MA,01501,"06,07,08",Auburn,00170000,Public School District,,,,,,,,     197,     203,     183,,,,,0.0,     583,       8,1.4,       2,0.3,      71,12.2,      94,  16.1, , , , ,1.0,1.9,4.1,92.5,0.0,0.0,0.5,52.1,47.9,46.4,95.7,43.0,90.8,12.6,"      $9,708,198","  $51,231",    189.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn: Auburn Senior High,00170505,Public School,Auburn,MA,01501,"PK,09,10,11,12",Auburn,00170000,Public School District,,,,,,,,,,,     195,     146,     160,     167,3.0,     671,      16,2.4,       9,1.3,      65,9.7,      63,   9.4, , , , ,1.3,2.8,3.6,91.2,0.6,0.0,0.4,48.3,51.7,48.8,100.0,42.0,100.0,13.8,"      $9,708,198","  $51,231",    189.5,       169,88.8,2.4,0.6,1.8,6.5,0.0,153.0,123.0,80.4,0.6432000000000001,28.7832,17.688000000000002,33.36600000000001,16.3212,18.974400000000003,9.165600000000001,62.14920000000001,66.0,      90,45.0,18.0,3.0,0.0,0.0,7.0,25.0,23.0,24.0,11.0,35.6,64.4,133.0,501.0,517.0
Auburn: Bryn Mawr,00170010,Public School,Auburn,MA,01501,"K,01,02",Auburn,00170000,Public School District,,      70,      86,      86,,,,,,,,,,,0.0,     242,       0,0.0,       0,0.0,      21,8.7,      38,  15.7, , , , ,1.7,2.1,4.1,89.7,0.8,0.0,1.7,48.8,51.2,15.6,100.0,14.0,100.0,15.5,"      $9,708,198","  $51,231",    189.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn: Pakachoag School,00170025,Public School,Auburn,MA,01501,"K,01,02",Auburn,00170000,Public School District,      48,      92,      91,      77,,,,,,,,,,,0.0,     308,      12,3.9,       2,0.6,      37,12.0,      30,   9.7, , , , ,1.6,2.6,1.3,92.9,0.3,0.3,1.0,51.0,49.0,18.0,100.0,15.0,100.0,17.1,"      $9,708,198","  $51,231",    189.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn: Swanson Road Intermediate School,00170030,Public School,Auburn,MA,01501,"03,04,05",Auburn,00170000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $9,708,198","  $51,231",    189.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avon: Avon Middle High School,00180510,Public School,Avon,MA,02322,"07,08,09,10,11,12",Avon,00180000,Public School District,,,,,,,,,      71,      64,      62,      68,      61,      55,0.0,     381,      36,9.4,       0,0.0,      45,11.8,     120,  31.5, , , , ,24.1,5.5,3.1,66.4,0.0,0.3,0.5,49.6,50.4,27.8,84.1,23.0,79.0,13.7,"      $3,042,210","  $50,704",     60.0,        65,89.2,6.2,3.1,0.0,1.5,0.0,57.0,40.0,70.2,1.755,28.08,22.815,17.55,22.815,8.775,5.265,45.629999999999995,8.0,,,,,,,,,,,,,,40.0,448.0,437.0
