School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type
Foxborough: John J Ahern,00990405,Public School,Foxborough,MA,02035,"05,06,07,08",Foxborough,00990000,Public School District
Foxborough: Mabelle M Burrell,00990015,Public School,Foxborough,MA,02035,"PK,K,01,02,03,04",Foxborough,00990000,Public School District
Foxborough: Vincent M Igo Elementary,00990020,Public School,Foxborough,MA,02035,"K,01,02,03,04",Foxborough,00990000,Public School District
Foxborough Regional Charter (District): Foxborough Regional Charter School,04460550,Charter School,Foxborough,MA,02035,"K,01,02,03,04,05,06,07,08,09,10,11,12",Foxborough Regional Charter (District),04460000,Charter District
Framingham: Barbieri Elementary,01000035,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District
Framingham: Brophy,01000006,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District
Framingham: Cameron Middle School,01000302,Public School,Framingham,MA,01701,"06,07,08",Framingham,01000000,Public School District
Framingham: Charlotte A Dunning,01000007,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District
Framingham: Framingham High School,01000515,Public School,Framingham,MA,01701,"09,10,11,12",Framingham,01000000,Public School District
Framingham: Fuller Middle,01000305,Public School,Framingham,MA,01701,"06,07,08",Framingham,01000000,Public School District
Framingham: Harmony Grove Elementary,01000055,Public School,Framingham,MA,01702,"K,01,02,03,04,05",Framingham,01000000,Public School District
Framingham: Hemenway,01000015,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District
Framingham: Juniper Hill School,01000001,Public School,Framingham,MA,01701,PK,Framingham,01000000,Public School District
Framingham: King Elementary School,01000005,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District
Framingham: Mary E Stapleton Elementary,01000045,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District
Framingham: Miriam F McCarthy School,01000050,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District
Framingham: Potter Road,01000039,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District
Framingham: Walsh Middle,01000310,Public School,Framingham,MA,01701,"06,07,08",Framingham,01000000,Public School District
Francis W. Parker Charter Essential (District): Francis W. Parker Charter Essential School,04780505,Charter School,Devens,MA,01434,"07,08,09,10,11,12",Francis W. Parker Charter Essential (District),04780000,Charter District
Franklin: Annie Sullivan Middle School,01010040,Public School,Franklin,MA,02038,"06,07,08",Franklin,01010000,Public School District
Franklin: Franklin Early Childhood Development Center,01010003,Public School,Franklin,MA,02038,PK,Franklin,01010000,Public School District
Franklin: Franklin High,01010505,Public School,Franklin,MA,02038,"09,10,11,12",Franklin,01010000,Public School District
Franklin: Helen Keller Elementary,01010012,Public School,Franklin,MA,02038,"K,01,02,03,04,05",Franklin,01010000,Public School District
Franklin: Horace Mann,01010405,Public School,Franklin,MA,02038,"06,07,08",Franklin,01010000,Public School District
Franklin: J F Kennedy Memorial,01010013,Public School,Franklin,MA,02038,"K,01,02,03,04,05",Franklin,01010000,Public School District
Franklin: Jefferson Elementary,01010010,Public School,Franklin,MA,02038,"K,01,02,03,04,05",Franklin,01010000,Public School District
Franklin: Oak Street Elementary,01010030,Public School,Franklin,MA,02038,"K,01,02,03,04,05",Franklin,01010000,Public School District
Franklin: Parmenter,01010032,Public School,Franklin,MA,02038,"K,01,02,03,04,05",Franklin,01010000,Public School District
Franklin: Remington Middle,01010310,Public School,Franklin,MA,02038,"06,07,08",Franklin,01010000,Public School District
Franklin County Regional Vocational Technical: Franklin County Technical,08180605,Public School,Turners Falls,MA,01376,"09,10,11,12",Franklin County Regional Vocational Technical,08180000,Public School District
Freetown-Lakeville: Apponequet Regional High,06650505,Public School,Lakeville,MA,02347,"09,10,11,12",Freetown-Lakeville,06650000,Public School District
Freetown-Lakeville: Assawompset Elementary School,06650002,Public School,Lakeville,MA,02347,"K,01,02,03",Freetown-Lakeville,06650000,Public School District
Freetown-Lakeville: Freetown Elementary School,06650001,Public School,East Freetown,MA,02717,"PK,K,01,02,03",Freetown-Lakeville,06650000,Public School District
Freetown-Lakeville: Freetown-Lakeville Middle School,06650305,Public School,Lakeville,MA,02347,"06,07,08",Freetown-Lakeville,06650000,Public School District
Freetown-Lakeville: George R Austin Intermediate School,06650015,Public School,Lakeville,MA,02347,"04,05",Freetown-Lakeville,06650000,Public School District
Frontier: Frontier Regional,06700505,Public School,South Deerfield,MA,01373,"07,08,09,10,11,12",Frontier,06700000,Public School District
Gardner: Gardner Academy for Learning and Technology,01030515,Public School,Gardner,MA,01440,"09,10,11,12",Gardner,01030000,Public School District
Gardner: Gardner Elementary School,01030001,Public School,Gardner,MA,01440,"PK,K,01,02,03,04",Gardner,01030000,Public School District
Gardner: Gardner High,01030505,Public School,Gardner,MA,01440,"08,09,10,11,12",Gardner,01030000,Public School District
Gardner: Gardner Middle School,01030405,Public School,Gardner,MA,01440,"05,06,07",Gardner,01030000,Public School District
Gateway: Chester Elementary,06720059,Public School,Chester,MA,01011,"PK,K,01,02,03,04,05",Gateway,06720000,Public School District
Gateway: Gateway Regional High,06720505,Public School,Huntington,MA,01050,"09,10,11,12",Gateway,06720000,Public School District
Gateway: Gateway Regional Middle School,06720405,Public School,Huntington,MA,01050,"06,07,08",Gateway,06720000,Public School District
Gateway: Littleville Elementary School,06720143,Public School,Huntington,MA,01050,"PK,K,01,02,03,04,05",Gateway,06720000,Public School District
Georgetown: Georgetown High School,01050505,Public School,Georgetown,MA,01833,"09,10,11,12",Georgetown,01050000,Public School District
Georgetown: Georgetown Middle School,01050305,Public School,Georgetown,MA,01833,"07,08",Georgetown,01050000,Public School District
Georgetown: Penn Brook,01050010,Public School,Georgetown,MA,01833,"K,01,02,03,04,05,06",Georgetown,01050000,Public School District
Georgetown: Perley Elementary,01050005,Public School,Georgetown,MA,01833,PK,Georgetown,01050000,Public School District
Gill-Montague: Gill Elementary,06740005,Public School,Gill,MA,01354,"K,01,02,03,04,05,06",Gill-Montague,06740000,Public School District
Gill-Montague: Great Falls Middle,06740310,Public School,Montague,MA,01351,"06,07,08",Gill-Montague,06740000,Public School District
Gill-Montague: Hillcrest Elementary School,06740015,Public School,Turners Falls,MA,01376,"PK,K,01",Gill-Montague,06740000,Public School District
Gill-Montague: Sheffield Elementary School,06740050,Public School,Turners Falls,MA,01376,"02,03,04,05",Gill-Montague,06740000,Public School District
Gill-Montague: Turners Fall High,06740505,Public School,Montague,MA,01351,"09,10,11,12",Gill-Montague,06740000,Public School District
Global Learning Charter Public (District): Global Learning Charter Public School,04960305,Charter School,New Bedford,MA,02746,"05,06,07,08,09,10,11,12",Global Learning Charter Public (District),04960000,Charter District
Gloucester: Beeman Memorial,01070010,Public School,Gloucester,MA,01930,"K,01,02,03,04,05",Gloucester,01070000,Public School District
Gloucester: East Gloucester Elementary,01070020,Public School,Gloucester,MA,01930,"K,01,02,03,04,05",Gloucester,01070000,Public School District
Gloucester: Gloucester High,01070505,Public School,Gloucester,MA,01930,"09,10,11,12",Gloucester,01070000,Public School District
Gloucester: Gloucester PreSchool,01070025,Public School,Gloucester,MA,01930,PK,Gloucester,01070000,Public School District
Gloucester: Plum Cove School,01070042,Public School,Gloucester,MA,01930,"K,01,02,03,04,05",Gloucester,01070000,Public School District
Gloucester: Ralph B O'Maley Middle,01070305,Public School,Gloucester,MA,01930,"06,07,08",Gloucester,01070000,Public School District
Gloucester: Veterans Memorial,01070045,Public School,Gloucester,MA,01930,"K,01,02,03,04,05",Gloucester,01070000,Public School District
Gloucester: West Parish,01070050,Public School,Gloucester,MA,01930,"K,01,02,03,04,05",Gloucester,01070000,Public School District
Gosnold: Cuttyhunk Elementary,01090005,Public School,Cuttyhunk,MA,02713,"02,03,04,05,06,07",Gosnold,01090000,Public School District
Grafton: Grafton High School,01100505,Public School,Grafton,MA,01519,"09,10,11,12",Grafton,01100000,Public School District
Grafton: Grafton Middle,01100305,Public School,Grafton,MA,01519,"07,08",Grafton,01100000,Public School District
Grafton: Millbury Street Elementary School,01100200,Public School,Grafton,MA,01519,"02,03,04,05,06",Grafton,01100000,Public School District
Grafton: North Grafton Elementary,01100025,Public School,North Grafton,MA,01536,"PK,K,01",Grafton,01100000,Public School District
Grafton: North Street Elementary School,01100030,Public School,Grafton,MA,01519,"02,03,04,05,06",Grafton,01100000,Public School District
Grafton: South Grafton Elementary,01100005,Public School,South Grafton,MA,01560,"PK,K,01",Grafton,01100000,Public School District
Granby: East Meadow,01110004,Public School,Granby,MA,01033,"PK,K,01,02,03,04,05,06",Granby,01110000,Public School District
Granby: Granby Jr Sr High School,01110505,Public School,Granby,MA,01033,"07,08,09,10,11,12",Granby,01110000,Public School District
Greater Commonwealth Virtual District: Greater Commonwealth Virtual School,39010900,Public School,Greenfield,MA,01301,"K,01,02,03,04,05,06,07,08,09,10,11,12",Greater Commonwealth Virtual District,39010000,Public School District
Greater Fall River Regional Vocational Technical: Diman Regional Vocational Technical High,08210605,Public School,Fall River,MA,02723,"09,10,11,12",Greater Fall River Regional Vocational Technical,08210000,Public School District
Greater Lawrence Regional Vocational Technical: Gr Lawrence Regional Vocational Technical,08230605,Public School,Andover,MA,01810,"09,10,11,12",Greater Lawrence Regional Vocational Technical,08230000,Public School District
Greater Lowell Regional Vocational Technical: Gr Lowell Regional Vocational Technical,08280605,Public School,Tyngsborough,MA,01879,"09,10,11,12",Greater Lowell Regional Vocational Technical,08280000,Public School District
Greater New Bedford Regional Vocational Technical: Gr New Bedford Vocational Technical,08250605,Public School,New Bedford,MA,02745,"09,10,11,12",Greater New Bedford Regional Vocational Technical,08250000,Public School District
Greenfield: Discovery School at Four Corners,01140025,Public School,Greenfield,MA,01301,"K,01,02,03,04",Greenfield,01140000,Public School District
Greenfield: Federal Street School,01140010,Public School,Greenfield,MA,01301,"K,01,02,03,04",Greenfield,01140000,Public School District
Greenfield: Greenfield High,01140505,Public School,Greenfield,MA,01301,"08,09,10,11,12",Greenfield,01140000,Public School District
Greenfield: Greenfield Middle,01140305,Public School,Greenfield,MA,01301,"05,06,07",Greenfield,01140000,Public School District
Greenfield: Newton School,01140035,Public School,Greenfield,MA,01301,"K,01,02,03,04",Greenfield,01140000,Public School District
Greenfield: The Academy of Early Learning at North Parish,01140005,Public School,Greenfield,MA,01301,PK,Greenfield,01140000,Public School District
Groton-Dunstable: Boutwell School,06730001,Public School,Groton,MA,01450,PK,Groton-Dunstable,06730000,Public School District
Groton-Dunstable: Florence Roche School,06730010,Public School,Groton,MA,01450,"K,01,02,03,04",Groton-Dunstable,06730000,Public School District
Groton-Dunstable: Groton Dunstable Regional,06730505,Public School,Groton,MA,01450,"09,10,11,12",Groton-Dunstable,06730000,Public School District
Groton-Dunstable: Groton Dunstable Regional Middle,06730305,Public School,Groton,MA,01450,"05,06,07,08",Groton-Dunstable,06730000,Public School District
Groton-Dunstable: Swallow/Union School,06730005,Public School,Dunstable,MA,01827,"K,01,02,03,04",Groton-Dunstable,06730000,Public School District
Hadley: Hadley Elementary,01170015,Public School,Hadley,MA,01035,"PK,K,01,02,03,04,05,06",Hadley,01170000,Public School District
Hadley: Hopkins Academy,01170505,Public School,Hadley,MA,01035,"07,08,09,10,11,12",Hadley,01170000,Public School District
Halifax: Halifax Elementary,01180005,Public School,Halifax,MA,02338,"K,01,02,03,04,05,06",Halifax,01180000,Public School District
Hamilton-Wenham: Bessie Buker Elementary,06750007,Public School,Wenham,MA,01984,"K,01,02,03,04,05",Hamilton-Wenham,06750000,Public School District
Hamilton-Wenham: Cutler School,06750010,Public School,South Hamilton,MA,01982,"K,01,02,03,04,05",Hamilton-Wenham,06750000,Public School District
Hamilton-Wenham: Hamilton-Wenham Regional High,06750505,Public School,South Hamilton,MA,01982,"09,10,11,12",Hamilton-Wenham,06750000,Public School District
Hamilton-Wenham: Miles River Middle,06750310,Public School,Hamilton,MA,01982,"06,07,08",Hamilton-Wenham,06750000,Public School District
Hamilton-Wenham: Winthrop School,06750015,Public School,South Hamilton,MA,01982,"PK,K,01,02,03,04,05",Hamilton-Wenham,06750000,Public School District
Hampden Charter School of Science East (District): Hampden Charter School of Science East,04990305,Charter School,Chicopee,MA,01022,"06,07,08,09,10,11,12",Hampden Charter School of Science East (District),04990000,Charter District
Hampden Charter School of Science West (District): Hampden Charter School of Science West,35160305,Charter School,West Springfield,MA,01089,"06,07,08,09,10,11,12",Hampden Charter School of Science West (District),35160000,Charter District
Hampden-Wilbraham: Green Meadows Elementary,06800005,Public School,Hampden,MA,01036,"PK,K,01,02,03,04,05,06,07,08",Hampden-Wilbraham,06800000,Public School District
Hampden-Wilbraham: Mile Tree Elementary,06800025,Public School,Wilbraham,MA,01095,"PK,K,01",Hampden-Wilbraham,06800000,Public School District
Hampden-Wilbraham: Minnechaug Regional High,06800505,Public School,Wilbraham,MA,01095,"09,10,11,12",Hampden-Wilbraham,06800000,Public School District
Hampden-Wilbraham: Soule Road,06800030,Public School,Wilbraham,MA,01095,"04,05",Hampden-Wilbraham,06800000,Public School District
Hampden-Wilbraham: Stony Hill School,06800050,Public School,Wilbraham,MA,01095,"02,03",Hampden-Wilbraham,06800000,Public School District
Hampden-Wilbraham: Wilbraham Middle,06800310,Public School,Wilbraham,MA,01095,"06,07,08",Hampden-Wilbraham,06800000,Public School District
Hampshire: Hampshire Regional High,06830505,Public School,Westhampton,MA,01027,"07,08,09,10,11,12",Hampshire,06830000,Public School District
Hancock: Hancock Elementary,01210005,Public School,Hancock,MA,01237,"PK,K,01,02,03,04,05,06",Hancock,01210000,Public School District
